   0,        0, 000
   1,        0, 000
   2,        0, 000
   3,        0, 000
   4,        0, 000
   5,        0, 000
   6,        0, 000
   7,        0, 000
   8,        0, 000
   9,        1, 000
  10,        9, 001
  11,        4, 001
  12,        5, 001
  13,        2, 001
  14,        2, 001
  15,        3, 001
  16,        0, 001
  17,        0, 001
  18,        0, 001
  19,        0, 001
  20,        1, 001
  21,        1, 001
  22,        1, 001
  23,        0, 001
  24,        3, 001
  25,        2, 001
  26,        4, 001
  27,        3, 001
  28,        4, 001
  29,        0, 001
  30,        2, 001
  31,        1, 001
  32,        1, 001
  33,        1, 001
  34,        1, 001
  35,        0, 001
  36,        0, 001
  37,        0, 001
  38,        0, 001
  39,        0, 001
  40,        2, 001
  41,        2, 001
  42,        0, 001
  43,        0, 001
  44,        0, 001
  45,        0, 001
  46,        0, 001
  47,        1, 001
  48,        0, 001
  49,        1, 001
  50,        0, 001
  51,        0, 001
  52,        0, 001
  53,        1, 001
  54,        0, 000
  55,        1, 000
  56,        0, 000
  57,        0, 000
  58,        1, 000
  59,        0, 000
  60,        0, 000
  61,        1, 000
  62,        0, 000
  63,        0, 000
  64,        0, 000
  65,        0, 000
  66,        0, 000
  67,        0, 000
  68,        0, 000
  69,        0, 000
  70,        0, 000
  71,        0, 000
  72,        0, 000
  73,        0, 000
  74,        1, 000
  75,        0, 000
  76,        0, 000
  77,        0, 000
  78,        0, 000
  79,        0, 000
  80,        0, 000
  81,        0, 000
  82,        0, 000
  83,        0, 000
  84,        0, 000
  85,        0, 000
  86,        0, 002
  87,        0, 002
  88,        0, 002
  89,        0, 002
  90,        0, 002
  91,        1, 002
  92,        0, 002
  93,        0, 002
  94,        0, 002
  95,        0, 002
  96,        0, 002
  97,        0, 002
  98,        0, 002
  99,        0, 002
 100,        1, 002
 101,        0, 002
 102,        0, 002
 103,        0, 002
 104,        0, 002
 105,        0, 002
 106,        1, 002
 107,        0, 002
 108,        1, 002
 109,        0, 002
 110,        0, 002
 111,        0, 002
 112,        1, 002
 113,        0, 002
 114,        0, 002
 115,        0, 002
 116,        1, 002
 117,        0, 002
 118,        0, 002
 119,        1, 002
 120,        0, 002
 121,        0, 002
 122,        0, 000
 123,        2, 000
 124,        0, 000
 125,        0, 000
 126,        0, 000
 127,        0, 000
 128,        0, 000
 129,        0, 000
 130,        1, 000
 131,        1, 000
 132,        2, 000
 133,        0, 000
 134,        1, 000
 135,        0, 000
 136,        0, 000
 137,        0, 000
 138,        0, 000
 139,        0, 000
 140,        0, 000
 141,        1, 000
 142,        0, 000
 143,        0, 000
 144,        0, 000
 145,        0, 000
 146,        0, 000
 147,        0, 000
 148,        0, 000
 149,        0, 000
 150,        0, 000
 151,        2, 000
 152,        1, 000
 153,        0, 000
 154,        0, 000
 155,        0, 000
 156,        0, 000
 157,        0, 000
 158,        0, 000
 159,        1, 000
 160,        1, 000
 161,        1, 000
 162,        0, 000
 163,        0, 000
 164,        0, 000
 165,        0, 000
 166,        0, 000
 167,        0, 000
 168,        0, 000
 169,        0, 000
 170,        0, 000
 171,        0, 000
 172,        0, 000
 173,        0, 000
 174,        0, 000
 175,        0, 000
 176,        0, 000
 177,        0, 000
 178,        2, 000
 179,        0, 000
 180,        0, 000
 181,        2, 000
 182,        0, 000
 183,        0, 000
 184,        1, 000
 185,        0, 000
 186,        0, 000
 187,        0, 000
 188,        0, 000
 189,        0, 000
 190,        1, 000
 191,        1, 000
 192,        0, 000
 193,        0, 000
 194,        2, 000
 195,        0, 000
 196,        0, 000
 197,        0, 000
 198,        2, 000
 199,        1, 003
 200,        2, 003
 201,        0, 003
 202,        0, 003
 203,        1, 003
 204,        0, 003
 205,        0, 003
 206,        1, 003
 207,        0, 003
 208,        0, 003
 209,        0, 003
 210,        1, 003
 211,        1, 003
 212,        0, 003
 213,        0, 003
 214,        1, 003
 215,        0, 003
 216,        0, 003
 217,        0, 003
 218,        0, 003
 219,        0, 003
 220,        0, 003
 221,        0, 003
 222,        0, 003
 223,        0, 003
 224,        0, 003
 225,        0, 003
 226,        0, 003
 227,        0, 003
 228,        0, 003
 229,        0, 003
 230,        1, 003
 231,        0, 003
 232,        0, 003
 233,        1, 003
 234,        1, 003
 235,        1, 003
 236,        1, 003
 237,        0, 003
 238,        0, 003
 239,        1, 003
 240,        0, 003
 241,        1, 003
 242,        0, 003
 243,        0, 003
 244,        0, 003
 245,        0, 003
 246,        0, 003
 247,        0, 003
 248,        0, 003
 249,        1, 000
 250,        0, 000
 251,        1, 000
 252,        0, 000
 253,        0, 000
 254,        1, 000
 255,        1, 000
 256,        0, 000
 257,        0, 000
 258,        0, 000
 259,        0, 000
 260,        2, 000
 261,        0, 000
 262,        0, 000
 263,        0, 000
 264,        1, 000
 265,        0, 000
 266,        0, 000
 267,        0, 000
 268,        0, 000
 269,        1, 000
 270,        0, 000
 271,        0, 000
 272,        0, 000
 273,        0, 000
 274,        0, 000
 275,        0, 000
 276,        1, 000
 277,        0, 000
 278,        1, 000
 279,        0, 000
 280,        0, 000
 281,        0, 000
 282,        0, 000
 283,        0, 000
 284,        1, 000
 285,        0, 000
 286,        0, 000
 287,        0, 000
 288,        0, 000
 289,        0, 000
 290,        0, 000
 291,        1, 000
 292,        0, 000
 293,        0, 000
 294,        1, 000
 295,        3, 000
 296,        0, 000
 297,        0, 000
 298,        0, 000
 299,        0, 000
 300,        0, 000
 301,        0, 000
 302,        0, 000
 303,        0, 000
 304,        1, 000
 305,        0, 000
 306,        1, 000
 307,        0, 000
 308,        0, 000
 309,        0, 000
 310,        0, 000
 311,        0, 000
 312,        0, 000
 313,        0, 000
 314,        0, 000
 315,        0, 000
 316,        0, 000
 317,        0, 000
 318,        0, 000
 319,        0, 000
 320,        0, 000
 321,        1, 000
 322,        0, 000
 323,        0, 000
 324,        0, 000
 325,        0, 000
 326,        0, 000
 327,        0, 000
 328,        0, 000
 329,        1, 000
 330,        1, 000
 331,        0, 000
 332,        0, 000
 333,        0, 000
 334,        0, 000
 335,        1, 000
 336,        1, 000
 337,        0, 000
 338,        0, 000
 339,        0, 000
 340,        0, 000
 341,        0, 000
 342,        0, 000
 343,        0, 000
 344,        0, 000
 345,        1, 000
 346,        0, 000
 347,        0, 000
 348,        0, 000
 349,        1, 000
 350,        0, 000
 351,        0, 000
 352,        1, 000
 353,        0, 000
 354,        0, 000
 355,        1, 000
 356,        0, 000
 357,        0, 000
 358,        2, 000
 359,        0, 000
 360,        0, 000
 361,        0, 000
 362,        0, 000
 363,        0, 000
 364,        2, 000
 365,        0, 000
 366,        0, 000
 367,        1, 000
 368,        0, 000
 369,        1, 000
 370,        1, 000
 371,        0, 000
 372,        1, 000
 373,        1, 000
 374,        0, 000
 375,        0, 000
 376,        2, 000
 377,        0, 000
 378,        0, 000
 379,        0, 000
 380,        1, 000
 381,        0, 000
 382,        0, 000
 383,        1, 000
 384,        1, 004
 385,        0, 004
 386,        0, 004
 387,        1, 004
 388,        0, 004
 389,        0, 004
 390,        0, 004
 391,        1, 004
 392,        0, 004
 393,        1, 004
 394,        0, 004
 395,        0, 004
 396,        0, 004
 397,        2, 004
 398,        0, 004
 399,        0, 004
 400,        0, 004
 401,        1, 004
 402,        2, 004
 403,        0, 004
 404,        1, 004
 405,        2, 004
 406,        0, 004
 407,        1, 004
 408,        0, 004
 409,        1, 004
 410,        1, 004
 411,        0, 004
 412,        0, 004
 413,        0, 004
 414,        1, 004
 415,        0, 004
 416,        0, 004
 417,        0, 004
 418,        0, 004
 419,        0, 004
 420,        0, 004
 421,        0, 004
 422,        0, 004
 423,        0, 004
 424,        0, 004
 425,        0, 004
 426,        1, 004
 427,        2, 004
 428,        0, 004
 429,        3, 004
 430,        1, 004
 431,        0, 004
 432,        1, 004
 433,        1, 004
 434,        1, 004
 435,        1, 004
 436,        1, 004
 437,        0, 004
 438,        0, 004
 439,        0, 004
 440,        0, 004
 441,        1, 004
 442,        0, 004
 443,        0, 004
 444,        0, 004
 445,        0, 004
 446,        2, 004
 447,        0, 004
 448,        1, 004
 449,        1, 004
 450,        0, 004
 451,        0, 004
 452,        0, 004
 453,        0, 004
 454,        2, 004
 455,        1, 004
 456,        0, 000
 457,        1, 000
 458,        0, 000
 459,        1, 000
 460,        1, 000
 461,        1, 000
 462,        1, 000
 463,        1, 000
 464,        0, 000
 465,        0, 000
 466,        0, 000
 467,        0, 000
 468,        0, 000
 469,        0, 000
 470,        1, 000
 471,        0, 000
 472,        0, 000
 473,        0, 000
 474,        1, 000
